,X,RespondentId,Enroll,Employ,Working,Hrs,Age,Ethnicity,Income,Classification,College,Commute,Alone,Dependents,HoH,Live,FedAid,PA,FreqNightElse,UTEPHomeless,Year,HH3,HH4,AD1,AD1a,AD2,AD3,index,Gender,USDAcat,YR_2019,YR_2020,YR_2021,YR_2022,Ethn_Hisp,Ethn_AIAN,Ethn_Asian,Ethn_Black,Ethn_NHPI,Ethn_White,Ethn_Other,Coll_BSN,Coll_EDU,Coll_ENGN,Coll_HS,Coll_LART,Coll_SCI,Coll_NRS,Coll_PHR,Coll_Other,Coll_NA,Gend_F,Gend_M,Gend_T,Gend_NC,Gend_Other,Gend_PNA,Gendercats
14972,14972,87985260,Full-time,Part-time,On campus,More than 19 hours,4,1,"$30,000 to $39,999",Doctoral,4,Car (someone drives to campus and picks you up),No,2,Yes,Off campus with parents,Work-study,Yes,NA,No,2020,1,0,1,0,0,0,2,1,Low FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
14974,14974,87985263,Full-time,No,NA,NA,2,1,"$90,000 to $99,999",Senior,7,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,No,2020,0,0,0,NA,0,0,0,1,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Female
14975,14975,87985264,Full-time,No,NA,NA,2,1,"$10,000 to $19,999",Junior,3,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,No,2020,1,1,1,1,0,0,4,2,Low FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Male
14976,14976,87985265,Full-time,Part-time,Off campus,19 hours or less,2,"1, 6","$40,000 to $49,999",Professional (Certificate Program),8,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,Yes,2020,0,0,0,NA,0,0,0,1,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Female
14979,14979,87985269,Full-time,No,NA,NA,2,1,"$30,000 to $39,999",Junior,5,Car (someone drives to campus and picks you up),No,3,No,NA,Grants,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,1,NA,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Female
14980,14980,87985270,Full-time,Full-time,Off campus,More than 19 hours,2,1,"$70,000 to $79,999",Junior,5,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,Yes,2020,0,1,0,NA,0,0,1,2,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Male
14981,14981,87985272,Full-time,Part-time,Off campus,19 hours or less,2,"1, 6","$100,000 or more",Senior,7,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Emergency Loan,Yes,NA,No,2020,0,0,0,NA,0,0,0,1,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Female
14990,14990,87985281,Part-time,No,NA,NA,2,1,"$30,000 to $39,999",Senior,2,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Scholarship,Yes,NA,No,2020,1,1,1,1,0,0,4,1,Low FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
14991,14991,87985282,Part-time,No,NA,NA,2,"1, 6","Less than $10,000",Junior,5,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,Yes,2020,1,0,0,NA,0,0,1,1,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Female
14994,14994,87985285,Full-time,Full-time,Off campus,More than 19 hours,2,1,"$30,000 to $39,999",Sophomore,3,Bus/Public transportation,No,None,No,Off campus with parents,Work-study,No,Often,Yes,2020,0,0,0,NA,0,0,0,2,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Male
14998,14998,87985290,Part-time,No,NA,NA,3,1,"$70,000 to $79,999",Senior,5,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,No,2020,0,1,1,1,1,0,4,1,Low FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Female
15001,15001,87985293,Part-time,Full-time,Off campus,More than 19 hours,2,1,"$80,000 to $89,999",Graduate (Masters),3,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Grants,Yes,NA,No,2020,0,0,0,NA,0,0,0,1,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
15005,15005,87985297,Part-time,Full-time,Off campus,More than 19 hours,3,1,"$30,000 to $39,999",Senior,4,Car (alone),No,None,No,Off campus with parents,Grants,Yes,NA,No,2020,0,0,0,NA,0,0,0,1,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
15007,15007,87985299,Part-time,Part-time,Off campus,19 hours or less,3,1,"$20,000 to $29,999",Senior,3,Car (someone drives to campus and picks you up),No,2,No,Off campus with parents,Grants,Yes,NA,No,2020,0,0,0,NA,0,0,0,2,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Male
15009,15009,87985301,Full-time,Part-time,Off campus,More than 19 hours,2,1,"$10,000 to $19,999",Senior,"5, 6",Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,Yes,2020,1,1,1,1,1,1,6,1,Very Low FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Female
15013,15013,87985305,Full-time,Part-time,Off campus,19 hours or less,2,1,"$30,000 to $39,999",Graduate (Masters),3,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Grants,Yes,NA,No,2020,0,0,0,NA,0,0,0,2,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Male
15017,15017,87985309,Full-time,Part-time,Off campus,19 hours or less,2,1,"$20,000 to $29,999",Junior,5,Trolley,No,None,No,Off campus with parents,Work-study,Yes,NA,No,2020,1,0,0,NA,1,1,3,1,Low FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Female
15018,15018,87985310,Full-time,Part-time,Off campus,More than 19 hours,2,1,"$20,000 to $29,999",Graduate (Masters),3,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Scholarship,Yes,NA,No,2020,1,1,0,NA,0,0,2,2,Low FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Male
15021,15021,87985313,Full-time,Part-time,Off campus,19 hours or less,2,1,"$20,000 to $29,999",Senior,2,Car (someone drives to campus and picks you up),No,1,No,Off campus with parents,Loans,No,Often,Yes,2020,0,0,0,NA,0,0,0,1,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
15022,15022,87985314,Full-time,No,NA,NA,2,1,"$40,000 to $49,999",Freshman,7,Bus/Public transportation,No,None,No,Off campus with parents,Work-study,Yes,NA,No,2020,1,1,1,1,1,0,5,1,Very Low FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Female
15026,15026,87985318,Part-time,Part-time,Off campus,19 hours or less,2,1,"$10,000 to $19,999",Senior,5,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2020,1,1,1,1,1,1,6,2,Very Low FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Male
15027,15027,87985319,Full-time,Part-time,Off campus,More than 19 hours,3,1,"$10,000 to $19,999",Senior,5,Car (someone drives to campus and picks you up),No,1,No,Off campus with partner,Loans,Yes,NA,No,2020,NA,NA,NA,NA,NA,NA,NA,1,NA,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Female
15032,15032,87985324,Full-time,No,NA,NA,2,1,"$20,000 to $29,999",Sophomore,6,Bus/Public transportation,No,None,No,Off campus with parents,Loans,Yes,NA,No,2020,0,1,0,NA,0,0,1,1,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Female
15033,15033,87985325,Part-time,Part-time,Off campus,More than 19 hours,2,1,"Less than $10,000",Freshman,6,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Grants,Yes,NA,No,2020,0,1,0,NA,0,0,1,2,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Male
15036,15036,87985328,Full-time,Full-time,Off campus,More than 19 hours,2,1,"$20,000 to $29,999",Junior,5,Car (someone drives to campus and picks you up),No,None,No,Off campus with partner,Work-study,Yes,NA,No,2020,1,1,1,0,1,0,4,2,Low FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Male
15037,15037,87985329,Full-time,Part-time,Off campus,19 hours or less,2,1,"Less than $10,000",Senior,6,Other,Yes,NA,Yes,Off campus with partner,Loans,Yes,NA,No,2020,0,0,0,NA,1,1,2,1,Low FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Female
15042,15042,87985334,Full-time,No,NA,NA,2,1,"Less than $10,000",Junior,4,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2020,1,1,0,NA,1,1,4,1,Low FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
15044,15044,87985336,Full-time,No,NA,NA,2,1,"Less than $10,000",Senior,1,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2020,0,0,0,NA,0,0,0,2,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Male
15048,15048,87985340,Full-time,Part-time,Off campus,19 hours or less,2,1,"Less than $10,000",Sophomore,4,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2020,1,1,1,1,1,1,6,1,Very Low FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
15050,15050,87985342,Full-time,Part-time,On campus,19 hours or less,2,1,"$10,000 to $19,999",Junior,7,Bus/Public transportation,No,None,No,Off campus with parents,Work-study,Yes,NA,Yes,2020,1,1,0,NA,0,0,2,1,Low FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Female
15051,15051,87985343,Full-time,Full-time,Off campus,More than 19 hours,3,1,"$30,000 to $39,999",Graduate (Masters),2,Car (someone drives to campus and picks you up),No,NA,NA,NA,Grants,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,1,NA,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
15056,15056,87985348,Full-time,No,NA,NA,2,3,"$100,000 or more",Junior,1,Car (someone drives to campus and picks you up),No,None,No,Off campus with partner,Grants,Yes,NA,No,2020,0,0,0,NA,0,0,0,1,Marginal/High FS,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
15058,15058,87985350,Full-time,Part-time,Off campus,19 hours or less,2,6,"$20,000 to $29,999",Junior,7,Bike,No,None,No,Off campus with parents,Scholarship,Yes,NA,Yes,2020,1,1,0,NA,1,1,4,1,Low FS,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Female
15060,15060,87985352,Full-time,No,NA,NA,2,1,"$50,000 to $59,999",Junior,6,Bus/Public transportation,No,None,No,Off campus with parents,Work-study,Yes,NA,No,2020,1,0,1,1,1,0,4,1,Low FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Female
15062,15062,87985354,Part-time,Part-time,Off campus,19 hours or less,2,1,"$20,000 to $29,999",Senior,1,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,No,2020,1,1,1,1,1,0,5,2,Very Low FS,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Male
15063,15063,87985355,Full-time,Part-time,Off campus,19 hours or less,2,"1, 6","$20,000 to $29,999",Senior,1,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,No,2020,1,1,1,1,1,1,6,2,Very Low FS,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Male
15064,15064,87985356,Full-time,Part-time,Off campus,More than 19 hours,2,1,"$10,000 to $19,999",Junior,4,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2020,1,0,0,NA,0,0,1,1,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
15070,15070,87985363,Full-time,Part-time,Off campus,19 hours or less,2,"1, 7","$100,000 or more",Freshman,1,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Grants,Yes,NA,Yes,2020,0,0,0,NA,0,0,0,1,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
15073,15073,87985366,Full-time,No,NA,NA,4,3,"$50,000 to $59,999",Senior,2,Bus/Public transportation,No,2,No,Off campus with parents,Loans,Yes,NA,No,2020,0,1,0,NA,0,0,1,1,Marginal/High FS,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
15076,15076,87985369,Full-time,Full-time,Off campus,More than 19 hours,5,6,"$40,000 to $49,999",Graduate (Masters),2,Car (someone drives to campus and picks you up),No,3,Yes,Off campus with parents,Loans,Yes,NA,Yes,2020,1,1,1,1,1,1,6,1,Very Low FS,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
15079,15079,87985372,Full-time,Part-time,On campus,19 hours or less,2,1,"Less than $10,000",Junior,4,Trolley,No,None,No,Off campus with parents,Loans,Yes,NA,No,2020,0,0,1,0,1,0,2,5,Low FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Other
15081,15081,87985374,Full-time,No,NA,NA,2,"1, 2, 7","Less than $10,000",Sophomore,1,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,No,Often,No,2020,1,1,0,NA,1,0,3,2,Low FS,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Male
15082,15082,87985376,Full-time,Part-time,Off campus,19 hours or less,2,1,"$50,000 to $59,999",Sophomore,3,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,UTEP's COVID CARES Act Fund,Yes,NA,No,2020,1,1,1,1,1,1,6,1,Very Low FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
15088,15088,87985382,Part-time,Full-time,Off campus,More than 19 hours,2,1,"$40,000 to $49,999",Junior,"1, 5",Bike,Yes,NA,Yes,Off campus with parents,Work-study,Yes,NA,No,2020,1,1,1,1,1,1,6,1,Very Low FS,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Female
15089,15089,87985383,Full-time,Full-time,Off campus,19 hours or less,2,1,"$40,000 to $49,999",Senior,4,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,Yes,2020,0,0,0,NA,0,0,0,1,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
15090,15090,87985384,Full-time,No,NA,NA,2,1,"$70,000 to $79,999",Freshman,5,Bike,No,2,No,Off campus with parents,Loans,Yes,NA,No,2020,0,0,0,NA,0,0,0,1,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Female
15091,15091,87985385,Part-time,Part-time,Off campus,19 hours or less,2,1,"$80,000 to $89,999",Junior,7,Car (someone drives to campus and picks you up),No,None,No,On campus,Grants,Yes,NA,No,2020,0,0,0,NA,0,0,0,1,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Female
15092,15092,87985386,Full-time,No,NA,NA,2,1,"Less than $10,000",Senior,5,Car (someone drives to campus and picks you up),No,1,No,Off campus with parents,Work-study,No,Sometimes,No,2020,1,1,1,1,1,1,6,1,Very Low FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Female
15096,15096,87985390,Full-time,No,NA,NA,2,"1, 6","$10,000 to $19,999",Junior,2,Bike,No,None,No,Off campus with parents,Work-study,Yes,NA,No,2020,0,0,0,NA,0,0,0,1,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
15097,15097,87985391,Part-time,No,NA,NA,2,1,"$60,000 to $69,999",Freshman,4,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2020,0,0,0,NA,0,0,0,1,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
15100,15100,87985396,Full-time,No,NA,NA,2,1,"$100,000 or more",Freshman,"3, 9",Car (someone drives to campus and picks you up),No,2,No,Off campus with parents,Grants,Yes,NA,No,2020,0,0,0,NA,0,0,0,1,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Female
15102,15102,87985398,Full-time,No,NA,NA,2,1,"$80,000 to $89,999",Junior,7,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Grants,Yes,NA,Yes,2020,0,0,0,NA,0,0,0,2,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Male
15104,15104,87985400,Full-time,No,NA,NA,3,1,"$50,000 to $59,999",Sophomore,3,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,No,2020,0,1,0,NA,0,0,1,2,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Male
15106,15106,87985402,Full-time,No,NA,NA,2,1,"$100,000 or more",Junior,5,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2020,1,0,0,NA,0,0,1,2,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Male
15115,15115,87985414,Full-time,No,NA,NA,2,1,"$10,000 to $19,999",Junior,3,Bus/Public transportation,No,None,No,Off campus with parents,Grants,Yes,NA,No,2020,0,0,0,NA,0,0,0,1,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
15117,15117,87985416,Full-time,Full-time,Off campus,More than 19 hours,2,1,"Less than $10,000",Freshman,6,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2020,0,0,0,NA,0,0,0,1,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Female
15120,15120,87985420,Full-time,No,NA,NA,2,"1, 6","$100,000 or more",Senior,6,Car (alone),No,None,No,Off campus with parents,Grants,Yes,NA,No,2020,0,0,0,NA,0,0,0,1,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Female
15125,15125,87985426,Full-time,Full-time,On campus,19 hours or less,2,6,"Less than $10,000",Junior,4,Car (someone drives to campus and picks you up),No,None,No,Off campus with partner,Work-study,No,Often,No,2020,0,1,1,0,1,0,3,1,Low FS,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
15126,15126,87985427,Full-time,No,NA,NA,2,1,"$50,000 to $59,999",Sophomore,6,Trolley,No,None,No,Off campus with partner and kids,Work-study,Yes,NA,No,2020,0,1,0,NA,0,1,2,1,Low FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Female
15128,15128,87985429,Full-time,Full-time,Off campus,More than 19 hours,2,6,"$10,000 to $19,999",Graduate (Masters),5,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,Yes,2020,1,1,1,1,1,1,6,1,Very Low FS,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Female
15133,15133,87985435,Full-time,Part-time,On campus,19 hours or less,2,1,"$10,000 to $19,999",Sophomore,7,Trolley,No,None,No,Off campus with parents,Grants,Yes,NA,Yes,2020,1,1,1,1,1,1,6,1,Very Low FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Female
15134,15134,87985436,Part-time,No,NA,NA,3,1,"$10,000 to $19,999",Senior,5,Trolley,No,None,No,Off campus with parents,Scholarship,Yes,NA,No,2020,0,1,0,NA,0,0,1,2,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Male
15137,15137,87985439,Full-time,Part-time,Off campus,More than 19 hours,2,"1, 6","$20,000 to $29,999",Sophomore,3,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,No,2020,0,0,0,NA,0,0,0,1,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
15139,15139,87985441,Full-time,No,NA,NA,3,1,"$30,000 to $39,999",Junior,1,Car (someone drives to campus and picks you up),No,1,Yes,Off campus with parents,Loans,Yes,NA,No,2020,1,1,1,1,1,1,6,1,Very Low FS,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
15142,15142,87985444,Full-time,No,NA,NA,2,1,"$100,000 or more",Sophomore,7,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2020,0,0,0,NA,0,0,0,1,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Female
15143,15143,87985446,Part-time,No,NA,NA,2,"1, 6","$20,000 to $29,999",Sophomore,5,Trolley,No,None,No,Off campus with parents,Loans,Yes,NA,No,2020,1,1,0,NA,0,0,2,1,Low FS,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Female
15144,15144,87985447,Part-time,No,NA,NA,3,1,"$60,000 to $69,999",Senior,2,Car (someone drives to campus and picks you up),No,1,No,Off campus with parents,Work-study,Yes,NA,No,2020,0,0,0,NA,0,0,0,1,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
15146,15146,87985449,Full-time,No,NA,NA,2,1,"$30,000 to $39,999",Senior,6,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,No,2020,0,0,1,0,0,0,1,1,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Female
15151,15151,87985455,Full-time,Part-time,Off campus,More than 19 hours,2,1,"$40,000 to $49,999",Senior,2,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Work-study,Yes,NA,No,2020,1,0,0,NA,0,0,1,1,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female
15157,15157,87985461,Full-time,Part-time,Off campus,More than 19 hours,2,"1, 6","$40,000 to $49,999",Freshman,7,Car (alone),No,None,No,Off campus with parents,Loans,Yes,NA,No,2020,0,0,0,NA,0,0,0,1,Marginal/High FS,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Female
15161,15161,87985466,Full-time,Part-time,Off campus,More than 19 hours,2,1,"$70,000 to $79,999",Freshman,6,Car (someone drives to campus and picks you up),No,None,No,Off campus with parents,Loans,Yes,NA,No,2020,1,1,1,1,1,0,5,1,Very Low FS,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Female
